"branch","subagency","agency","institution","gm_email","gm_website","gm_address","gm_phone","website","other_website","az_index","gov_man"
"u.s. executive branch","u.s. national institutes of health","u.s. department of health and human services","u.s. substance abuse and mental health services administration",NA,NA,NA,NA,"https://www.samhsa.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of homeland security","u.s. citizenship and immigration services",NA,NA,NA,NA,"https://www.uscis.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of homeland security","u.s. coast guard",NA,NA,NA,NA,"https://www.uscg.mil/","https://www.uscgboating.org/",1,0
"u.s. executive branch",NA,"u.s. department of homeland security","u.s. computer emergency readiness team",NA,NA,NA,NA,"https://www.us-cert.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of homeland security","u.s. customs and border protection",NA,NA,NA,NA,"https://www.cbp.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of homeland security","u.s. cybersecurity and infrastructure security agency",NA,NA,NA,NA,"https://www.cisa.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of homeland security","u.s. federal emergency management agency",NA,NA,NA,NA,"https://www.fema.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of homeland security","u.s. federal law enforcement training center",NA,NA,NA,NA,"https://www.fletc.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of homeland security","u.s. federal protective service",NA,NA,NA,NA,"https://www.dhs.gov/topic/federal-protective-service",NA,1,0
"u.s. executive branch","u.s. federal emergency management agency","u.s. department of homeland security","u.s. fire administration",NA,NA,NA,NA,"https://www.usfa.fema.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of homeland security","u.s. immigration and customs enforcement",NA,NA,NA,NA,"https://www.ice.gov/",NA,1,0
"u.s. executive branch","u.s. federal emergency management agency","u.s. department of homeland security","u.s. national flood insurance program",NA,NA,NA,NA,"https://www.floodsmart.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of homeland security","u.s. secret service",NA,NA,NA,NA,"https://www.secretservice.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of homeland security","u.s. transportation security administration",NA,NA,NA,NA,"https://www.tsa.gov/",NA,1,0
"u.s. executive branch","u.s. office of housing","u.s. department of housing and urban development","u.s. federal housing administration",NA,NA,NA,NA,"https://www.hud.gov/federal_housing_administration",NA,1,0
"u.s. executive branch",NA,"u.s. department of housing and urban development","u.s. government national mortgage association",NA,NA,NA,NA,"https://www.ginniemae.gov/pages/default.aspx",NA,1,0
"u.s. executive branch",NA,"u.s. department of housing and urban development","u.s. office of community planning and development",NA,NA,NA,NA,"https://www.hud.gov/program_offices/comm_planning",NA,1,0
"u.s. executive branch",NA,"u.s. department of housing and urban development","u.s. office of fair housing and equal opportunity",NA,NA,NA,NA,"https://www.hud.gov/program_offices/fair_housing_equal_opp",NA,1,0
"u.s. executive branch",NA,"u.s. department of housing and urban development","u.s. office of housing",NA,NA,NA,NA,"https://www.hud.gov/program_offices/housing",NA,1,0
"u.s. executive branch",NA,"u.s. department of housing and urban development","u.s. office of lead hazard control and healthy homes",NA,NA,NA,NA,"https://www.hud.gov/program_offices/healthy_homes",NA,1,0
"u.s. executive branch",NA,"u.s. department of housing and urban development","u.s. office of manufactured housing programs",NA,NA,NA,NA,"https://www.hud.gov/program_offices/housing/rmra/mhs/mhshome",NA,1,0
"u.s. executive branch",NA,"u.s. department of housing and urban development","u.s. office of multifamily housing",NA,NA,NA,NA,"https://www.hud.gov/program_offices/housing/mfh",NA,1,0
"u.s. executive branch",NA,"u.s. department of housing and urban development","u.s. office of policy development and research",NA,NA,NA,NA,"https://www.huduser.gov/portal/home.html",NA,1,0
"u.s. executive branch",NA,"u.s. department of housing and urban development","u.s. public and indian housing",NA,NA,NA,NA,"https://www.hud.gov/program_offices/public_indian_housing",NA,1,0
"u.s. executive branch",NA,"u.s. department of justice","u.s. antitrust division",NA,NA,NA,NA,"https://www.justice.gov/atr",NA,1,0
"u.s. executive branch",NA,"u.s. department of justice","u.s. bureau of alcohol, tobacco, firearms and explosives",NA,NA,NA,NA,"https://www.atf.gov/",NA,1,0
"u.s. executive branch","u.s. office of justice programs","u.s. department of justice","u.s. bureau of justice statistics",NA,NA,NA,NA,"https://www.bjs.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of justice","u.s. community oriented policing services",NA,NA,NA,NA,"https://www.cops.usdoj.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of justice","u.s. drug enforcement administration",NA,NA,NA,NA,"https://www.dea.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of justice","u.s. elder justice initiative",NA,NA,NA,NA,"https://www.justice.gov/elderjustice",NA,1,0
"u.s. executive branch",NA,"u.s. department of justice","u.s. executive office for immigration review",NA,NA,NA,NA,"https://www.justice.gov/eoir",NA,1,0
"u.s. executive branch",NA,"u.s. department of justice","u.s. federal bureau of investigation",NA,NA,NA,NA,"https://www.fbi.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of justice","u.s. federal bureau of prisons",NA,NA,NA,NA,"https://www.bop.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of justice","u.s. foreign claims settlement commission",NA,NA,NA,NA,"https://www.justice.gov/fcsc",NA,1,0
"u.s. executive branch",NA,"u.s. department of justice","u.s. marshals service",NA,NA,NA,NA,"https://www.usmarshals.gov//",NA,1,0
"u.s. executive branch",NA,"u.s. department of justice","u.s. national central bureau - interpol",NA,NA,NA,NA,"https://www.justice.gov/interpol-washington",NA,1,0
"u.s. executive branch","u.s. federal bureau of prisons","u.s. department of justice","u.s. national institute of corrections",NA,NA,NA,NA,"https://nicic.gov/",NA,1,0
"u.s. executive branch","u.s. office of justice programs","u.s. department of justice","u.s. national institute of justice",NA,NA,NA,NA,"https://nij.ojp.gov/contact",NA,1,0
"u.s. executive branch",NA,"u.s. department of justice","u.s. office of immigrant and employee rights",NA,NA,NA,NA,"https://www.justice.gov/crt/immigrant-and-employee-rights-section",NA,1,0
"u.s. executive branch",NA,"u.s. department of justice","u.s. office of justice programs",NA,NA,NA,NA,"https://www.ojp.gov/",NA,1,0
"u.s. executive branch","u.s. office of justice programs","u.s. department of justice","u.s. office of juvenile justice and delinquency prevention",NA,NA,NA,NA,"https://ojjdp.ojp.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of justice","u.s. office of the pardon attorney",NA,NA,NA,NA,"https://www.justice.gov/pardon",NA,1,0
"u.s. executive branch",NA,"u.s. department of justice","u.s. office on violence against women",NA,NA,NA,NA,"https://www.justice.gov/ovw",NA,1,0
"u.s. executive branch",NA,"u.s. department of justice","u.s. parole commission",NA,NA,NA,NA,"https://www.justice.gov/uspc",NA,1,0
"u.s. executive branch",NA,"u.s. department of justice","u.s. trustee program",NA,NA,NA,NA,"https://www.justice.gov/ust",NA,1,0
"u.s. executive branch",NA,"u.s. department of labor","u.s. bureau of international labor affairs",NA,NA,NA,NA,"https://www.dol.gov/agencies/ilab",NA,1,0
"u.s. executive branch",NA,"u.s. department of labor","u.s. bureau of labor statistics",NA,NA,NA,NA,"https://stats.bls.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of labor","u.s. employee benefits security administration",NA,NA,NA,NA,"https://www.dol.gov/agencies/ebsa",NA,1,0
"u.s. executive branch",NA,"u.s. department of labor","u.s. employment and training administration",NA,NA,NA,NA,"https://www.dol.gov/agencies/eta/",NA,1,0
"u.s. executive branch",NA,"u.s. department of labor","u.s. job corps",NA,NA,NA,NA,"https://www.jobcorps.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of labor","u.s. mine safety and health administration",NA,NA,NA,NA,"https://www.msha.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of labor","u.s. occupational safety and health administration",NA,NA,NA,NA,"https://www.osha.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of labor","u.s. office of disability employment policy",NA,NA,NA,NA,"https://www.dol.gov/odep/",NA,1,0
"u.s. executive branch",NA,"u.s. department of labor","u.s. veterans' employment and training service",NA,NA,NA,NA,"https://www.dol.gov/agencies/vets",NA,1,0
"u.s. executive branch",NA,"u.s. department of labor","u.s. wage and hour division",NA,NA,NA,NA,"https://www.dol.gov/agencies/whd",NA,1,0
"u.s. executive branch",NA,"u.s. department of labor","u.s. women's bureau",NA,NA,NA,NA,"https://www.dol.gov/agencies/wb",NA,1,0
"u.s. executive branch",NA,"u.s. department of state","u.s. arms control and international security",NA,NA,NA,NA,"https://www.state.gov/bureaus-offices/under-secretary-for-arms-control-and-international-security-affairs/",NA,1,0
"u.s. executive branch",NA,"u.s. department of state","u.s. bureau of consular affairs",NA,NA,NA,NA,"https://travel.state.gov/content/travel.html",NA,1,0
"u.s. executive branch",NA,"u.s. department of state","u.s. economic growth, energy, and the environment",NA,NA,NA,NA,"https://www.state.gov/bureaus-offices/under-secretary-for-economic-growth-energy-and-the-environment/",NA,1,0
"u.s. executive branch",NA,"u.s. department of state","u.s. mission to the united nations",NA,NA,NA,NA,"https://usun.usmission.gov/",NA,1,0
"u.s. executive branch","u.s. bureau of consular affairs","u.s. department of state","u.s. national passport information center",NA,NA,NA,NA,"https://travel.state.gov/content/travel/en/contact-us/passports.html",NA,1,0
"u.s. executive branch",NA,"u.s. department of state","u.s. political affairs",NA,NA,NA,NA,"https://www.state.gov/bureaus-offices/under-secretary-for-political-affairs/",NA,1,0
"u.s. executive branch",NA,"u.s. department of state","u.s. public diplomacy and public affairs",NA,NA,NA,NA,"https://www.state.gov/bureaus-offices/under-secretary-for-public-diplomacy-and-public-affairs/",NA,1,0
"u.s. executive branch",NA,"u.s. department of the interior","u.s. bureau of indian affairs",NA,NA,NA,NA,"https://www.bia.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of the interior","u.s. bureau of land management",NA,NA,NA,NA,"https://www.blm.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of the interior","u.s. bureau of ocean energy management",NA,NA,NA,NA,"https://www.boem.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of the interior","u.s. bureau of reclamation",NA,NA,NA,NA,"https://www.usbr.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of the interior","u.s. bureau of safety and environmental enforcement",NA,NA,NA,NA,"https://www.bsee.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of the interior","u.s. federal consulting group",NA,NA,NA,NA,"https://www.fcg.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of the interior","u.s. fish and wildlife service",NA,NA,NA,NA,"https://www.fws.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of the interior","u.s. geological survey",NA,NA,NA,NA,"https://www.usgs.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of the interior","u.s. national park service",NA,NA,NA,NA,"https://www.nps.gov/index.htm",NA,1,0
"u.s. executive branch",NA,"u.s. department of the interior","u.s. office of natural resources revenue",NA,NA,NA,NA,"https://www.onrr.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of the interior","u.s. office of surface mining reclamation and enforcement",NA,NA,NA,NA,"https://www.osmre.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of the treasury","u.s. alcohol and tobacco tax and trade bureau",NA,NA,NA,NA,"https://www.ttb.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of the treasury","u.s. bureau of engraving and printing",NA,NA,NA,NA,"https://www.moneyfactory.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of the treasury","u.s. bureau of the fiscal service",NA,NA,NA,NA,"https://www.fiscal.treasury.gov/","https://www.treasurydirect.gov/",1,0
"u.s. executive branch",NA,"u.s. department of the treasury","u.s. internal revenue service",NA,NA,NA,NA,"https://www.irs.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of the treasury","u.s. mint",NA,NA,NA,NA,"https://www.usmint.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of the treasury","u.s. office of the comptroller of the currency",NA,NA,NA,NA,"https://www.occ.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of the treasury","u.s. taxpayer advocacy panel",NA,NA,NA,NA,"https://improveirs.org/",NA,1,0
"u.s. executive branch",NA,"u.s. department of transportation","saint lawrence seaway development corporation",NA,NA,NA,NA,"https://www.seaway.dot.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of transportation","u.s. bureau of transportation statistics",NA,NA,NA,NA,"https://www.bts.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of transportation","u.s. federal aviation administration",NA,NA,NA,NA,"https://www.faa.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of transportation","u.s. federal highway administration",NA,NA,NA,NA,"https://highways.dot.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of transportation","u.s. federal motor carrier safety administration",NA,NA,NA,NA,"https://www.fmcsa.dot.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of transportation","u.s. federal railroad administration",NA,NA,NA,NA,"https://railroads.dot.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of transportation","u.s. federal transit administration",NA,NA,NA,NA,"https://www.transit.dot.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of transportation","u.s. maritime administration",NA,NA,NA,NA,"https://www.maritime.dot.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of transportation","u.s. national highway traffic safety administration",NA,NA,NA,NA,"https://www.nhtsa.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of transportation","u.s. office of the assistant secretary for research and technology",NA,NA,NA,NA,"https://www.transportation.gov/administrations/research-and-technology",NA,1,0
"u.s. executive branch",NA,"u.s. department of transportation","u.s. pipeline and hazardous materials safety administration",NA,NA,NA,NA,"https://www.phmsa.dot.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of veterans affairs","u.s. national cemetery administration",NA,NA,NA,NA,"https://www.cem.va.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. department of veterans affairs","u.s. veterans benefits administration",NA,NA,NA,NA,"https://benefits.va.gov/benefits/",NA,1,0
"u.s. executive branch",NA,"u.s. department of veterans affairs","u.s. veterans health administration",NA,NA,NA,NA,"https://www.va.gov/health/",NA,1,0
"u.s. executive branch",NA,"u.s. agency for global media","alhurra tv",NA,NA,NA,NA,"https://www.alhurra.com/","https://www.radiosawa.com/",1,0
"u.s. executive branch",NA,"u.s. environmental protection ageny","energy star program",NA,NA,NA,NA,"https://www.energystar.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. general services administration","federal citizen information center",NA,NA,NA,NA,"https://www.usa.gov/explore",NA,1,0
"u.s. executive branch",NA,"u.s. agency for global media","middle east broadcasting networks",NA,NA,NA,NA,"https://www.alhurra.com/","https://www.radiosawa.com/",1,0
"u.s. executive branch",NA,"u.s. court services and offender supervision agency","pretrial services agency for the district of columbia",NA,NA,NA,NA,"https://www.psa.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. agency for global media","radio and tv martí",NA,NA,NA,NA,"https://www.radiotelevisionmarti.com/",NA,1,0
"u.s. executive branch",NA,"u.s. agency for global media","radio free asia",NA,NA,NA,NA,"https://www.rfa.org/english/",NA,1,0
"u.s. executive branch",NA,"u.s. agency for global media","radio free europe and radio liberty",NA,NA,NA,NA,"https://www.rferl.org/",NA,1,0
"u.s. executive branch",NA,"u.s. agency for global media","radio sawa",NA,NA,NA,NA,"https://www.alhurra.com/","https://www.radiosawa.com/",1,0
"u.s. executive branch",NA,NA,"u.s. abilityone commission",NA,NA,NA,NA,"https://www.abilityone.gov/",NA,1,0
"u.s. executive branch",NA,NA,"u.s. access board",NA,NA,NA,NA,"https://www.access-board.gov/",NA,1,0
"u.s. executive branch",NA,NA,"u.s. armed forces retirement home",NA,NA,NA,NA,"https://www.afrh.gov/",NA,1,0
"u.s. executive branch",NA,NA,"u.s. commission on international religious freedom",NA,NA,NA,NA,"https://www.uscirf.gov/",NA,1,0
"u.s. executive branch",NA,NA,"u.s. court services and offender supervision agency",NA,NA,NA,NA,"https://www.csosa.gov/",NA,1,0
"u.s. executive branch",NA,NA,"u.s. election assistance commission",NA,NA,NA,NA,"https://www.eac.gov/",NA,1,0
"u.s. executive branch",NA,NA,"u.s. environmental protection ageny",NA,"http://www.epa.gov","1200 Pennsylvania Avenue NW., Washington, DC 20460","202-272-0167","https://www.epa.gov/",NA,1,1
"u.s. executive branch",NA,NA,"u.s. farm credit system insurance corporation",NA,NA,NA,NA,"https://www.fcsic.gov/",NA,1,0
"u.s. executive branch",NA,NA,"u.s. federal accounting standards advisory board",NA,NA,NA,NA,"https://fasab.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. office of personnel management","u.s. federal executive boards",NA,NA,NA,NA,"https://www.feb.gov/",NA,1,0
"u.s. executive branch",NA,NA,"u.s. holocaust memorial museum",NA,"http://www.ushmm.org","100 Raoul Wallenberg Place, SW., Washington, DC 20024-2126","202-488-0400","https://www.ushmm.org/",NA,1,1
"u.s. executive branch",NA,"u.s. environmental protection ageny","u.s. indoor air quality",NA,NA,NA,NA,"https://www.epa.gov/indoor-air-quality-iaq",NA,1,0
"u.s. executive branch",NA,NA,"u.s. joint board for the enrollment of actuaries",NA,NA,NA,NA,"https://www.irs.gov/tax-professionals/enrolled-actuaries",NA,1,0
"u.s. executive branch",NA,NA,"u.s. joint fire science program",NA,NA,NA,NA,"https://www.firescience.gov/",NA,1,0
"u.s. executive branch",NA,NA,"u.s. meat and poultry hotline",NA,NA,NA,NA,"https://www.fsis.usda.gov/wps/portal/fsis/home",NA,1,0
"u.s. executive branch",NA,NA,"u.s. national indian gaming commission",NA,NA,NA,NA,"https://www.nigc.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. defense intelligence agency","u.s. national intelligence university",NA,NA,NA,NA,"https://ni-u.edu/wp/",NA,1,0
"u.s. executive branch",NA,NA,"u.s. national interagency fire center",NA,NA,NA,NA,"https://www.nifc.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. environmental protection ageny","u.s. national pesticide information center",NA,NA,NA,NA,"http://npic.orst.edu/",NA,1,0
"u.s. executive branch",NA,"u.s. securities and exchange commission","u.s. office of investor education and advocacy",NA,NA,NA,NA,"https://www.investor.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. consumer financial protection bureau","u.s. office of servicemember affairs",NA,NA,NA,NA,"https://www.consumerfinance.gov/practitioner-resources/servicemembers/",NA,1,0
"u.s. executive branch",NA,"u.s. national archives and records administration","u.s. office of the federal register",NA,NA,NA,NA,"https://www.archives.gov/federal-register",NA,1,0
"u.s. executive branch",NA,"u.s. postal service","u.s. postal inspection service",NA,NA,NA,NA,"https://www.uspis.gov/",NA,1,0
"u.s. executive branch",NA,"u.s. general services administration","usagov",NA,NA,NA,NA,"https://www.usa.gov/explore/",NA,1,0
"u.s. executive branch",NA,"u.s. agency for global media","voice of america",NA,NA,NA,NA,"https://www.voanews.com/",NA,1,0
"u.s. legislative branch",NA,"u.s. house of representatives","stennis center for public service",NA,NA,NA,NA,"https://stennis.gov/",NA,1,0
"u.s. legislative branch",NA,"u.s. house of representatives","u.s. architect of the capitol",NA,"http://www.aoc.gov","U.S. Capitol Building, Washington, DC 20515","202-228-1793","https://www.aoc.gov/","https://www.capitol.gov/",1,1
"u.s. legislative branch","u.s. architect of the capitol","u.s. house of representatives","u.s. botanic garden","usbg@aoc.gov","http://www.usbg.gov","Office of Executive Director, 245 First Street SW., Washington, DC 20024","202-226-8333","https://www.usbg.gov/",NA,1,1
"u.s. legislative branch",NA,"u.s. house of representatives","u.s. capitol police",NA,NA,NA,NA,"https://www.uscp.gov/",NA,1,0
"u.s. legislative branch","u.s. architect of the capitol","u.s. house of representatives","u.s. capitol visitor center",NA,NA,NA,NA,"http://www.visitthecapitol.gov/",NA,1,0
"u.s. legislative branch",NA,"u.s. house of representatives","u.s. congressional budget office",NA,"http://www.cbo.gov","Second and D Streets SW., Washington, DC 20515","202-226-2600","https://www.cbo.gov/",NA,1,1
"u.s. legislative branch","u.s. library of congress","u.s. house of representatives","u.s. congressional research service",NA,NA,NA,NA,"https://www.loc.gov/crsinfo/about/",NA,1,0
"u.s. legislative branch","u.s. library of congress","u.s. house of representatives","u.s. copyright office",NA,NA,NA,NA,"https://www.copyright.gov/",NA,1,0
"u.s. legislative branch",NA,"u.s. house of representatives","u.s. government accountability office",NA,"http://www.gao.gov","441 G Street NW., Washington, DC 20548","202-512-3000","https://www.gao.gov/",NA,1,1
"u.s. legislative branch",NA,"u.s. house of representatives","u.s. government publishing office",NA,"http://www.gpo.gov","732 North Capitol Street NW., Washington, DC 20401","202-512-1800","https://www.gpo.gov/",NA,1,1
"u.s. legislative branch",NA,"u.s. house of representatives","u.s. house office of inspector general",NA,NA,NA,NA,"https://www.house.gov/the-house-explained/officers-and-organizations/inspector-general",NA,1,0
"u.s. legislative branch",NA,"u.s. house of representatives","u.s. house office of the clerk",NA,NA,NA,NA,"http://clerk.house.gov/",NA,1,0
"u.s. legislative branch",NA,"u.s. house of representatives","u.s. library of congress",NA,"http://www.loc.gov","101 Independence Avenue SE., Washington, DC 20540","202-707-5000","https://www.loc.gov/",NA,1,1
"u.s. legislative branch",NA,"u.s. house of representatives","u.s. office of compliance",NA,NA,NA,NA,"https://www.ocwr.gov/",NA,1,0
"u.s. legislative branch",NA,"u.s. house of representatives","u.s. open world leadership center",NA,NA,NA,NA,"https://www.openworld.gov/",NA,1,0
"u.s. legislative branch",NA,NA,"u.s. congress",NA,"http://www.congress.gov","ONE HUNDRED AND FIFTEENTH CONGRESS, FIRST SESSION",NA,NA,NA,0,1
"u.s. legislative branch",NA,NA,"u.s. house of representatives",NA,NA,NA,NA,"https://www.house.gov/",NA,1,0
"u.s. legislative branch",NA,NA,"u.s. joint congressional committee on inaugural ceremonies",NA,NA,NA,NA,"https://www.inaugural.senate.gov/",NA,1,0
"u.s. legislative branch","u.s. centers for medicare and medicaid services",NA,"u.s. medicaid and chip payment and access commission",NA,NA,NA,NA,"https://www.macpac.gov/",NA,1,0
"u.s. legislative branch","u.s. centers for medicare and medicaid services",NA,"u.s. medicare payment advisory commission",NA,NA,NA,NA,"http://www.medpac.gov/",NA,1,0
"u.s. legislative branch",NA,NA,"u.s. senate",NA,NA,NA,NA,"https://www.senate.gov/",NA,1,0
"u.s. judicial branch",NA,"supreme court of the u.s.","u.s. court of appeals for the federal circuit",NA,NA,NA,NA,"http://www.cafc.uscourts.gov/",NA,1,0
"u.s. judicial branch",NA,"supreme court of the u.s.","u.s. federal court interpreters",NA,NA,NA,NA,"https://www.uscourts.gov/services-forms/federal-court-interpreters",NA,1,0
"u.s. judicial branch",NA,NA,"administrative office of the u.s. courts",NA,"http://www.uscourts.gov","One Columbus Circle NE., Washington, DC 20544","202-502-2600","https://www.uscourts.gov/",NA,1,1
"u.s. judicial branch",NA,NA,"supreme court of the u.s.",NA,"http://www.supremecourt.gov","United States Supreme Court Building, One First Street NE., Washington, DC 20543","202-479-3000","https://www.supremecourt.gov/",NA,1,1
"u.s. judicial branch",NA,NA,"u.s. bankruptcy courts",NA,NA,NA,NA,"https://www.uscourts.gov/services-forms/bankruptcy",NA,1,0
"u.s. judicial branch",NA,NA,"u.s. circuit courts of appeal",NA,NA,NA,NA,"https://www.uscourts.gov/about-federal-courts",NA,1,0
"u.s. judicial branch",NA,NA,"u.s. court of appeals for the armed forces",NA,NA,NA,NA,"https://www.armfor.uscourts.gov/newcaaf/home.htm",NA,1,0
"u.s. judicial branch",NA,NA,"u.s. court of appeals for veterans claims",NA,NA,NA,NA,"http://www.uscourts.cavc.gov/",NA,1,0
"u.s. judicial branch",NA,NA,"u.s. court of federal claims",NA,NA,NA,NA,"http://www.uscfc.uscourts.gov/",NA,1,0
"u.s. judicial branch",NA,NA,"u.s. court of international trade",NA,NA,NA,NA,"https://www.cit.uscourts.gov/",NA,1,0
"u.s. judicial branch",NA,NA,"u.s. federal judicial center",NA,"http://www.fjc.gov","Thurgood Marshall Federal Judiciary Building, One Columbus Circle NE., Washington, DC 20002-8003","202-502-4000","https://www.fjc.gov/",NA,1,1
"u.s. judicial branch",NA,NA,"u.s. judicial panel on multidistrict litigation",NA,NA,NA,NA,"https://www.jpml.uscourts.gov/",NA,1,0
"u.s. judicial branch",NA,NA,"u.s. lower courts",NA,NA,NA,NA,NA,NA,0,1
"u.s. judicial branch",NA,NA,"u.s. sentencing commission",NA,"http://www.ussc.gov","Suite 2-500, One Columbus Circle NE., Washington, DC 20002-8002","202-502-4500","https://www.ussc.gov/",NA,1,1
"u.s. judicial branch",NA,NA,"u.s. special courts",NA,NA,NA,NA,NA,NA,0,1
"u.s. judicial branch",NA,NA,"u.s. tax court",NA,NA,NA,NA,"https://www.ustaxcourt.gov/",NA,1,0
"u.s. independent agency",NA,NA,"administrative conference of the u.s.","info@acus.gov","http://www.acus.gov","1120 Twentieth Street NW., Suite 706 South, Washington, DC 20036","202-480-2080","https://www.acus.gov/",NA,1,1
"u.s. independent agency",NA,NA,"african development bank group",NA,"http://www.usadf.gov","1400 I Street NW., Suite 1000, Washington, DC 20005","202-233-8800","https://www.usadf.gov/welcome/",NA,1,1
"u.s. independent agency",NA,NA,"african development bank group","afdb@afdb.org","http://www.afdb.org","Avenue Jean-Paul II, 01 BP 1387, Abidjan 01, Côte d'Ivoire","+225 20 26 10 20","https://www.usadf.gov/welcome/",NA,1,1
"u.s. independent agency",NA,"u.s. corporation for national and community service","americorps",NA,NA,NA,NA,"https://www.americorps.gov/",NA,1,0
"u.s. independent agency",NA,NA,"amtrak",NA,"http://www.amtrak.com","1 Massachusetts Avenue NW., Washington, DC 20001","202-906-3000","https://www.amtrak.com/home.html",NA,1,1
"u.s. independent agency",NA,NA,"denali commission",NA,NA,NA,NA,"http://www.denali.gov/",NA,1,0
"u.s. independent agency",NA,NA,"export-import bank of the u.s.",NA,"http://www.exim.gov","811 Vermont Avenue NW., Washington, DC 20571","202-565-3946","https://www.exim.gov/",NA,1,1
"u.s. independent agency",NA,NA,"inter-american foundation",NA,"http://www.iaf.gov","1331 Pennsylvania Avenue, NW., Suite 1200 North, Washington, DC 20004","202-360-4530","https://www.iaf.gov/",NA,1,1
"u.s. independent agency",NA,NA,"millennium challenge corporation",NA,NA,NA,NA,"https://www.mcc.gov/",NA,1,0
"u.s. independent agency",NA,"u.s. corporation for national and community service","senior corps",NA,NA,NA,NA,"https://www.nationalservice.gov/programs/senior-corps",NA,1,0
"u.s. independent agency",NA,NA,"tennessee valley authority",NA,"http://www.tva.com","400 West Summit Hill Drive, Knoxville, TN 37902","865-632-2101","https://www.tva.com/",NA,1,1
"u.s. independent agency",NA,NA,"u.s. agency for global media",NA,"http://www.usagm.gov","330 Independence Avenue SW., Washington, DC 20237","202-203-4545","https://www.usagm.gov/",NA,1,1
"u.s. independent agency",NA,NA,"u.s. agency for international development",NA,"http://www.usaid.gov","1300 Pennsylvania Avenue NW., Washington, DC 20523","202-712-0000","https://www.usaid.gov/",NA,1,1
"u.s. independent agency",NA,NA,"u.s. central intelligence agency",NA,"http://www.cia.gov","Washington, DC 20505","703-482-0623","https://www.cia.gov/index.html",NA,1,1
"u.s. independent agency",NA,NA,"u.s. chief acquisition officers council",NA,NA,NA,NA,"https://www.cao.gov/cao-home",NA,1,0
"u.s. independent agency",NA,NA,"u.s. chief financial officers council",NA,NA,NA,NA,"https://cfo.gov/",NA,1,0
"u.s. independent agency",NA,NA,"u.s. chief human capital officers council",NA,NA,NA,NA,"https://www.chcoc.gov/",NA,1,0
"u.s. independent agency",NA,NA,"u.s. chief information officers council",NA,NA,NA,NA,"https://www.cio.gov/",NA,1,0
"u.s. independent agency",NA,NA,"u.s. commission on civil rights",NA,"http://www.usccr.gov","1331 Pennsylvania Avenue NW., Suite 1150, Washington, DC 20425","202-376-8128","https://www.usccr.gov/",NA,1,1
